llparte,CodAcc2,aaaa,mes,dia,dia_mes,hora,horarecode,Ncod_canton,Ncod_distrito,NX_WGS84,NY_WGS84,lugar_hechos,Total_Involucrados,dano_ileso_sum,dano_leve_sum,dano_grave_sum,dano_muerto_sum
2014-96000273,Colisión con motocicleta,2014,Octubre,Lunes,6,14,12:00-17:59,Heredia,San Francisco,-84.13755127,9.997016692,Heredia-Heredia-San Francisco Costado Norte Condominios Avicennia,2,1,1,0,0
2014-96000292,Colisión con motocicleta,2014,Octubre,Viernes,17,11,06:00-11:59,Heredia,Heredia,-84.11923028,10.0039191,Heredia-Heredia-Heredia Iglesia Catolica Barrio Fatima 100 Norte,2,1,1,0,0
2014-96000378,Colisión con motocicleta,2014,Diciembre,Jueves,25,10,06:00-11:59,Heredia,San Francisco,-84.11088167,9.980476663,Heredia-Heredia-San Francisco Frente a Plantel Busetas Heredianas,2,1,0,1,0
2014-96700003,Colisión con motocicleta,2014,Enero,Viernes,10,11,06:00-11:59,Heredia,San Francisco,-84.11096626,9.978585115,Heredia-Heredia-San Francisco frente a Metal Flix ruta 3 Heredia,2,1,1,0,0
2014-96700004,Colisión con motocicleta,2014,Enero,Lunes,13,18,18:00-23:59,Heredia,Ulloa,-84.14019771,9.974204248,Heredia-Heredia-Ulloa Frente al supet la Amistad Barreal Heredia,3,2,1,0,0
2014-96700056,Colisión con motocicleta,2014,Marzo,Martes,11,8,06:00-11:59,Heredia,Ulloa,-84.15859,9.978580004,Heredia-Belén-Asuncion diagonal a ponderox Griill,2,1,1,0,0
2014-213200077,Colisión con motocicleta,2014,Abril,Miércoles,2,18,18:00-23:59,Heredia,Heredia,-84.116905,10.00312,Heredia-Heredia-Heredia 100 metros norte del colegio Vocacional,2,1,1,0,0
2014-222600013,Colisión con motocicleta,2014,Abril,Martes,8,13,12:00-17:59,Heredia,Heredia,-84.11416,9.997770003,Heredia-Heredia-Heredia 200 Este Tribunales fte a Fitcner celulares,2,1,1,0,0
2014-222600018,Colisión con motocicleta,2014,Abril,Lunes,14,21,18:00-23:59,Heredia,San Francisco,-84.13007703,9.9918122,Heredia-Heredia-San Francisco La Lilliana 200 Sur de Pops fte a Mini- Marker Ma,2,1,0,1,0
2014-234800108,Colisión con motocicleta,2014,Abril,Sábado,5,15,12:00-17:59,Heredia,San Francisco,-84.12825,9.996039997,Heredia-Heredia-San Francisco CRUCE DEL WALMART,2,1,1,0,0
2014-234800112,Colisión con motocicleta,2014,Abril,Miércoles,9,13,12:00-17:59,Heredia,Heredia,-84.11167,10.000545,Heredia-Heredia-Heredia 100 SUR DEL OVSICORI,2,1,1,0,0
2014-235400078,Colisión con motocicleta,2014,Abril,Viernes,25,6,06:00-11:59,Heredia,Ulloa,-84.16055489,9.97988646,Heredia-Belén-Asuncion Ruta 1 sentido 2 1 frente al Real Cariari,2,1,0,1,0
2014-236400098,Colisión con motocicleta,2014,Abril,Sábado,12,18,18:00-23:59,Heredia,Heredia,-84.11249,10.00262,Heredia-Heredia-Heredia Cruce entre calle 09 y avenida 09,2,1,0,1,0
2014-236400104,Colisión con motocicleta,2014,Abril,Domingo,27,10,06:00-11:59,Heredia,Heredia,-84.1235,9.992669999,Heredia-Heredia-Heredia Cruce entre calle 16 y avenida 06,3,2,1,0,0
2014-236400107,Colisión con motocicleta,2014,Abril,Martes,29,10,06:00-11:59,Heredia,Heredia,-84.11249,10.00262,Heredia-Heredia-Heredia Cruce entre calle 09 y avenida 09,2,1,1,0,0
2014-237400060,Colisión con motocicleta,2014,Abril,Lunes,28,21,18:00-23:59,Heredia,San Francisco,-84.13201258,9.996201199,Heredia-Heredia-San Francisco 100 ESTE DE PLAZA VILLA VIEJA RUTA 3,4,2,2,0,0
2014-237400061,Colisión con motocicleta,2014,Abril,Miércoles,30,20,18:00-23:59,Heredia,San Francisco,-84.11083,9.988420003,Heredia-Heredia-Heredia FRENTE A HOTERS RUTA 3,2,1,1,0,0
2014-238400090,Colisión con motocicleta,2014,Abril,Jueves,3,19,18:00-23:59,Heredia,San Francisco,-84.10992,9.98083,Heredia-Heredia-San Francisco Ruta 3;frente a MACA CALIVA;,2,1,0,1,0
2014-238400097,Colisión con motocicleta,2014,Abril,Martes,8,10,06:00-11:59,Heredia,San Francisco,-84.11150249,9.976934241,Heredia-Heredia-San Francisco RUTA 3;frente a Centro Comercial 2000,2,1,0,1,0
2014-238400100,Colisión con motocicleta,2014,Abril,Viernes,11,13,12:00-17:59,Heredia,Heredia,-84.11332,10.002625,Heredia-Heredia-Heredia AVE 9;calle 7,2,1,1,0,0
2014-238400106,Colisión con motocicleta,2014,Abril,Martes,22,13,12:00-17:59,Heredia,Heredia,-84.11907833,9.996741669,Heredia-Heredia-Heredia Avenida 6;diagonal a Parque Los angeles,3,2,1,0,0
2014-238800079,Colisión con motocicleta,2014,Abril,Viernes,4,19,18:00-23:59,Heredia,San Francisco,-84.11175,9.97607667,Heredia-Heredia-San Francisco RUTA 3 FRENTE A FABRICA MABE,2,1,1,0,0
2014-238800082,Colisión con motocicleta,2014,Abril,Sábado,5,21,18:00-23:59,Heredia,San Francisco,-84.1114,9.97716,"Heredia-Heredia-San Francisco RUTA #3, ENTRADA A LA MILPA, FRENTE A PEQUE├æO MUND",4,1,2,1,0
2014-242400027,Colisión con motocicleta,2014,Abril,Miércoles,9,5,00:00-05:59,Heredia,Heredia,-84.12271333,9.997764998,Heredia-Heredia-Heredia COSTADO SUROESTE ESCUELA MOYA,3,1,0,2,0
2014-253100069,Colisión con motocicleta,2014,Abril,Jueves,10,12,12:00-17:59,Heredia,Ulloa,-84.16111167,9.981026665,Heredia-Heredia-Ulloa INGRESO DE RUTA 1 REAL CARIARI,2,1,0,1,0
2014-253100072,Colisión con motocicleta,2014,Abril,Martes,15,19,18:00-23:59,Heredia,Heredia,-84.119125,10.00352167,Heredia-Barva-Barva RUTA 3 FRENTE A LA ATLAS,2,1,1,0,0
2014-57400013,Colisión con motocicleta,2014,Abril,Viernes,4,7,06:00-11:59,Heredia,San Francisco,-84.12604837,9.996272861,Heredia-Heredia-Heredia 300MTS ESTE WULMART,2,1,1,0,0
2014-79900078,Colisión con motocicleta,2014,Abril,Domingo,6,10,06:00-11:59,Heredia,Ulloa,-84.13687852,9.968679526,Heredia-Heredia-Heredia Puente  casella,2,1,1,0,0
2014-96000125,Colisión con motocicleta,2014,Abril,Viernes,11,7,06:00-11:59,Heredia,Heredia,-84.11526541,9.997020948,Heredia-Heredia-Heredia Costado Norte Parque El Carmen,2,1,1,0,0
2014-10000274,Colisión con motocicleta,2014,Agosto,Martes,5,18,18:00-23:59,Heredia,Heredia,-84.11600167,10.000395,Heredia-Heredia-Heredia AV 3 CALLE 1,1,0,0,1,0
2014-10000278,Colisión con motocicleta,2014,Agosto,Sábado,9,17,12:00-17:59,Heredia,Ulloa,-84.11516333,9.965723331,Heredia-Heredia-Ulloa ENTRADA A URB LAS FLORES,2,1,1,0,0
2014-202300191,Colisión con motocicleta,2014,Agosto,Viernes,22,14,12:00-17:59,Heredia,Ulloa,-84.13461333,9.970815003,Heredia-Heredia-Ulloa ULLO LAGUNILLA 25 NORTE RTV,3,2,1,0,0
2014-222600071,Colisión con motocicleta,2014,Agosto,Miércoles,13,11,06:00-11:59,Heredia,Heredia,-84.11857753,10.00323306,Heredia-Heredia-Heredia Barrio Fatima 25 Norte 100 Este de Iglesia Catolica,2,1,1,0,0
2014-222600083,Colisión con motocicleta,2014,Agosto,Miércoles,27,7,06:00-11:59,Heredia,Mercedes,-84.13346183,10.0071195,Heredia-Heredia-Mercedes Mercedez Norte 300 Oeste de Iglesia Catolica,2,1,1,0,0
2014-235400164,Colisión con motocicleta,2014,Agosto,Sábado,9,20,18:00-23:59,Heredia,Ulloa,-84.15180895,9.975214476,Heredia-Heredia-Ulloa Ruta 1 sentido 1 2 frente a Los Arcos,3,2,1,0,0
2014-236400191,Colisión con motocicleta,2014,Agosto,Viernes,8,13,12:00-17:59,Heredia,Ulloa,-84.14872,9.985750871,Heredia-Heredia-Ulloa Frente a panaderia Rico pan,2,1,1,0,0
2014-238200125,Colisión con motocicleta,2014,Agosto,Domingo,3,20,18:00-23:59,Heredia,Heredia,-84.11674833,10.00045,Heredia-Heredia-Heredia DE LLA CRUZ  ROJA 25  NORTE,3,1,2,0,0
2014-238200127,Colisión con motocicleta,2014,Agosto,Martes,5,18,18:00-23:59,Heredia,Ulloa,-84.12431833,9.968058336,Heredia-Heredia-Ulloa LAGUNILLA FRENTE ITSA IMPORTACIONES TICO,2,1,1,0,0
2014-238400204,Colisión con motocicleta,2014,Agosto,Sábado,2,20,18:00-23:59,Heredia,San Francisco,-84.11899333,9.97889167,Heredia-Heredia-San Francisco Guarari;de la escuela 50 metros oeste,2,1,1,0,0
2014-238800160,Colisión con motocicleta,2014,Agosto,Domingo,17,5,00:00-05:59,Heredia,Mercedes,-84.11727462,10.00683902,Heredia-Heredia-Heredia AUTOMERCADO 150MTS NORTE,2,1,0,1,0
2014-246000207,Colisión con motocicleta,2014,Agosto,Miércoles,13,10,06:00-11:59,Heredia,Ulloa,-84.15256833,9.987691671,Heredia-Heredia-Ulloa LA AURORA FRENTE AL BANCO LAFISE,3,2,1,0,0
2014-246000214,Colisión con motocicleta,2014,Agosto,Lunes,18,17,12:00-17:59,Heredia,Heredia,-84.11848667,9.999939998,Heredia-Heredia-Heredia ESQUINA SUROESTE HOTEL CEOS,3,1,2,0,0
2014-249500167,Colisión con motocicleta,2014,Agosto,Miércoles,20,7,06:00-11:59,Heredia,Mercedes,-84.12715167,10.00589667,Heredia-Heredia-Mercedes MERCEDES NORTE 25OESTE DE LA CARRETICA,2,1,1,0,0
2014-252800162,Colisión con motocicleta,2014,Agosto,Viernes,15,13,12:00-17:59,Heredia,San Francisco,-84.13173667,9.996138332,Heredia-Heredia-San Francisco de la escuela de san francisco 25 oeste,4,2,2,0,0
